date,team1,team2,score1,score2,time,game_type,text_content
"Tuesday, May 27, 2025",Toronto Blue Jays,Texas Rangers,0,2,,,Toronto Blue Jays (0) @ Texas Rangers (2) Boxscore
"Wednesday, May 28, 2025",New York Yankees,Los Angeles Angels,1,0,,,New York Yankees (1) @ Los Angeles Angels (0) Boxscore
"Wednesday, May 28, 2025",Pittsburgh Pirates,Arizona D'Backs,10,1,,,Pittsburgh Pirates (10) @ Arizona D'Backs (1) Boxscore
"Wednesday, May 28, 2025",St. Louis Cardinals,Baltimore Orioles,6,4,,,St. Louis Cardinals (6) @ Baltimore Orioles (4) Boxscore
"Wednesday, May 28, 2025",Colorado Rockies,Chicago Cubs,1,2,,,Colorado Rockies (1) @ Chicago Cubs (2) Boxscore
"Wednesday, May 28, 2025",Los Angeles Dodgers,Cleveland Guardians,4,7,,,Los Angeles Dodgers (4) @ Cleveland Guardians (7) Boxscore
"Wednesday, May 28, 2025",San Francisco Giants,Detroit Tigers,3,4,,,San Francisco Giants (3) @ Detroit Tigers (4) Boxscore
"Wednesday, May 28, 2025",Athletics,Houston Astros,3,5,,,Athletics (3) @ Houston Astros (5) Boxscore
"Wednesday, May 28, 2025",Cincinnati Reds,Kansas City Royals,2,3,,,Cincinnati Reds (2) @ Kansas City Royals (3) Boxscore
"Wednesday, May 28, 2025",Boston Red Sox,Milwaukee Brewers,5,6,,,Boston Red Sox (5) @ Milwaukee Brewers (6) Boxscore
"Wednesday, May 28, 2025",Chicago White Sox,New York Mets,9,4,,,Chicago White Sox (9) @ New York Mets (4) Boxscore
"Wednesday, May 28, 2025",Miami Marlins,San Diego Padres,10,8,,,Miami Marlins (10) @ San Diego Padres (8) Boxscore
"Wednesday, May 28, 2025",Washington Nationals,Seattle Mariners,9,0,,,Washington Nationals (9) @ Seattle Mariners (0) Boxscore
"Wednesday, May 28, 2025",Minnesota Twins,Tampa Bay Rays,0,5,,,Minnesota Twins (0) @ Tampa Bay Rays (5) Boxscore
"Wednesday, May 28, 2025",Toronto Blue Jays,Texas Rangers,2,0,,,Toronto Blue Jays (2) @ Texas Rangers (0) Boxscore
"Thursday, May 29, 2025",Tampa Bay Rays,Houston Astros,13,3,,,Tampa Bay Rays (13) @ Houston Astros (3) Boxscore
"Thursday, May 29, 2025",Atlanta Braves,Philadelphia Phillies,4,5,,,Atlanta Braves (4) @ Philadelphia Phillies (5) Boxscore
"Thursday, May 29, 2025",Atlanta Braves,Philadelphia Phillies,9,3,,,Atlanta Braves (9) @ Philadelphia Phillies (3) Boxscore
"Thursday, May 29, 2025",Washington Nationals,Seattle Mariners,9,3,,,Washington Nationals (9) @ Seattle Mariners (3) Boxscore
"Thursday, May 29, 2025",Athletics,Toronto Blue Jays,0,12,,,Athletics (0) @ Toronto Blue Jays (12) Boxscore
"Friday, May 30, 2025",Washington Nationals,Arizona D'Backs,9,7,,,Washington Nationals (9) @ Arizona D'Backs (7) Boxscore
"Friday, May 30, 2025",Boston Red Sox,Atlanta Braves,5,1,,,Boston Red Sox (5) @ Atlanta Braves (1) Boxscore
"Friday, May 30, 2025",Chicago White Sox,Baltimore Orioles,1,2,,,Chicago White Sox (1) @ Baltimore Orioles (2) Boxscore
"Friday, May 30, 2025",Cincinnati Reds,Chicago Cubs,6,2,,,Cincinnati Reds (6) @ Chicago Cubs (2) Boxscore
"Friday, May 30, 2025",Los Angeles Angels,Cleveland Guardians,4,1,,,Los Angeles Angels (4) @ Cleveland Guardians (1) Boxscore
"Friday, May 30, 2025",Tampa Bay Rays,Houston Astros,1,2,,,Tampa Bay Rays (1) @ Houston Astros (2) Boxscore
"Friday, May 30, 2025",Detroit Tigers,Kansas City Royals,7,5,,,Detroit Tigers (7) @ Kansas City Royals (5) Boxscore
"Friday, May 30, 2025",New York Yankees,Los Angeles Dodgers,5,8,,,New York Yankees (5) @ Los Angeles Dodgers (8) Boxscore
"Friday, May 30, 2025",San Francisco Giants,Miami Marlins,2,0,,,San Francisco Giants (2) @ Miami Marlins (0) Boxscore
"Friday, May 30, 2025",Colorado Rockies,New York Mets,2,4,,,Colorado Rockies (2) @ New York Mets (4) Boxscore
"Friday, May 30, 2025",Milwaukee Brewers,Philadelphia Phillies,6,2,,,Milwaukee Brewers (6) @ Philadelphia Phillies (2) Boxscore
"Friday, May 30, 2025",Pittsburgh Pirates,San Diego Padres,2,3,,,Pittsburgh Pirates (2) @ San Diego Padres (3) Boxscore
"Friday, May 30, 2025",Minnesota Twins,Seattle Mariners,12,6,,,Minnesota Twins (12) @ Seattle Mariners (6) Boxscore
"Friday, May 30, 2025",St. Louis Cardinals,Texas Rangers,1,11,,,St. Louis Cardinals (1) @ Texas Rangers (11) Boxscore
"Friday, May 30, 2025",Athletics,Toronto Blue Jays,7,11,,,Athletics (7) @ Toronto Blue Jays (11) Boxscore
"Saturday, May 31, 2025",Washington Nationals,Arizona D'Backs,11,7,,,Washington Nationals (11) @ Arizona D'Backs (7) Boxscore
"Saturday, May 31, 2025",Boston Red Sox,Atlanta Braves,0,5,,,Boston Red Sox (0) @ Atlanta Braves (5) Boxscore
"Saturday, May 31, 2025",Chicago White Sox,Baltimore Orioles,2,4,,,Chicago White Sox (2) @ Baltimore Orioles (4) Boxscore
